SYMBOL	ENSEMBL	GENENAME	GENETYPE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
554	KIR3DL1	ENSG00000276501	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
555	KIR3DL1	ENSG00000276329	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
556	KIR3DL1	ENSG00000276423	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
557	KIR3DL1	ENSG00000274920	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
558	KIR3DL1	ENSG00000278368	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
559	KIR3DL1	ENSG00000273518	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
560	KIR3DL1	ENSG00000275288	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
561	KIR3DL1	ENSG00000274948	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
562	KIR3DL1	ENSG00000276379	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
563	KIR3DL1	ENSG00000275717	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
564	KIR3DL1	ENSG00000277272	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
565	KIR3DL1	ENSG00000277175	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
566	KIR3DL1	ENSG00000274146	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
567	KIR3DL1	ENSG00000275786	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
568	KIR3DL1	ENSG00000275486	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
569	KIR3DL1	ENSG00000278427	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
570	KIR3DL1	ENSG00000278856	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
571	KIR3DL1	ENSG00000275545	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
572	KIR3DL1	ENSG00000274036	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
573	KIR3DL1	ENSG00000283827	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
574	KIR3DL1	ENSG00000283731	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
575	KIR3DL1	ENSG00000283954	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
576	KIR3DL1	ENSG00000284342	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
577	KIR3DL1	ENSG00000284093	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
578	KIR3DL1	ENSG00000284426	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
579	KIR3DL1	ENSG00000284177	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
580	KIR3DL1	ENSG00000284589	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
581	KIR3DL1	ENSG00000283729	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	protein-coding	21.89526103572	-2.06117641206053	0.188373365114627	-10.9419737275824	7.26018852852351e-28	3.15657427585129e-26
582	KLHL13	ENSG00000003096	kelch like family member 13	protein-coding	152.486904258226	1.50723690423692	0.125415002943048	12.0179952068523	2.85822118997949e-33	2.034791665477e-31
583	KLHL40	ENSG00000157119	kelch like family member 40	protein-coding	0.564592449652269	2.09935809302142	0.509837693531142	4.11769886702814	3.82674271903947e-05	0.000132736765423558
584	KLK12	ENSG00000186474	kallikrein related peptidase 12	protein-coding	127.938130951364	1.95173932197862	0.299231309264917	6.52251038426829	6.91402745034189e-11	5.30264967120793e-10
585	KLK13	ENSG00000167759	kallikrein related peptidase 13	protein-coding	83.9115190961406	1.97226189765156	0.220064743178929	8.96218935010393	3.18294682530853e-19	6.30906739486235e-18
586	KLK3	ENSG00000142515	kallikrein related peptidase 3	protein-coding	1.00597876717524	-1.53717611633346	0.512397712016335	-2.99996678416952	0.00270009049298061	0.00671852826508462
587	KLK5	ENSG00000167754	kallikrein related peptidase 5	protein-coding	35.9024049840261	-2.3949459117638	0.359587234276038	-6.66026400126685	2.73336147651284e-11	2.18903642163665e-10
588	KLK6	ENSG00000167755	kallikrein related peptidase 6	protein-coding	7.27070659788844	4.2514517754027	0.33126289486665	12.8340717939874	1.05661725631464e-37	1.15929559204592e-35
589	KLRF1	ENSG00000150045	killer cell lectin like receptor F1	protein-coding	68.0521799975638	-2.04510079997725	0.180877836421137	-11.3065306421272	1.21811335320514e-29	6.17398104999518e-28
590	KLRG2	ENSG00000188883	killer cell lectin like receptor G2	protein-coding	80.0378329032146	-2.51673184901447	0.140534120736065	-17.908333121044	1.015308354577e-71	2.70536163279573e-68
591	KNCN	ENSG00000162456	kinocilin	protein-coding	2.80468370446861	1.50661268403929	0.339148401231974	4.44234051691365	8.89855861528133e-06	3.41936372666311e-05
592	KRT13	ENSG00000171401	keratin 13	protein-coding	190.553409345792	2.11294596444455	0.213271102451338	9.90732424673737	3.86868234214538e-23	1.08021950667209e-21
593	KRT14	ENSG00000186847	keratin 14	protein-coding	37.4374497316957	3.8622068704608	0.287478706264681	13.4347580752812	3.78302625732272e-41	5.51257857434245e-39
594	KRT15	ENSG00000171346	keratin 15	protein-coding	3378.60260816671	3.13320197086071	0.212270054994263	14.7604520616222	2.63508612209968e-49	7.67962911709425e-47
595	KRT17	ENSG00000128422	keratin 17	protein-coding	400.700736932352	2.60088840217443	0.259219587161534	10.0335334634789	1.08560580965719e-23	3.21919229916152e-22
596	KRT20	ENSG00000171431	keratin 20	protein-coding	5.12962049251971	2.3426065817212	0.440736894506105	5.31520417492243	1.06537800021655e-07	5.39105546935409e-07
597	KRT20	ENSG00000263057	keratin 20	protein-coding	5.12962049251971	2.3426065817212	0.440736894506105	5.31520417492243	1.06537800021655e-07	5.39105546935409e-07
598	KRT23	ENSG00000108244	keratin 23	protein-coding	172.790007267528	1.94447372810544	0.215830170725326	9.00927669922502	2.07419944885377e-19	4.21897144165982e-18
599	KRT23	ENSG00000263309	keratin 23	protein-coding	172.790007267528	1.94447372810544	0.215830170725326	9.00927669922502	2.07419944885377e-19	4.21897144165982e-18
600	KRT32	ENSG00000108759	keratin 32	protein-coding	3.15993250288693	1.74249471232949	0.235376846509636	7.40299965000236	1.33142100747047e-13	1.41987790916748e-12
601	KRT34	ENSG00000131737	keratin 34	protein-coding	0.658581236292029	1.83794237960724	0.427591265811325	4.29836277436553	1.7206437717083e-05	6.30519599801634e-05
602	KRT34	ENSG00000262045	keratin 34	protein-coding	0.658581236292029	1.83794237960724	0.427591265811325	4.29836277436553	1.7206437717083e-05	6.30519599801634e-05
603	KRT37	ENSG00000108417	keratin 37	protein-coding	0.478427627743907	1.79564034356297	0.495746862672167	3.62209118961264	0.000292231062901035	0.000873823696451104
604	KRT37	ENSG00000263022	keratin 37	protein-coding	0.478427627743907	1.79564034356297	0.495746862672167	3.62209118961264	0.000292231062901035	0.000873823696451104
605	KRT40	ENSG00000204889	keratin 40	protein-coding	12.9799874512363	1.8636817351849	0.249807654041862	7.46046690335831	8.62164109873773e-14	9.38767365870731e-13
606	KRT40	ENSG00000262845	keratin 40	protein-coding	12.9799874512363	1.8636817351849	0.249807654041862	7.46046690335831	8.62164109873773e-14	9.38767365870731e-13
607	KRT5	ENSG00000186081	keratin 5	protein-coding	459.228452208659	3.84256025244093	0.263687808366216	14.5723849587475	4.20934984933252e-48	1.12161133413929e-45
608	KRT6A	ENSG00000205420	keratin 6A	protein-coding	28.3659404650798	3.10220650922731	0.443834018786611	6.98956451717778	2.75740791693259e-12	2.49828471210605e-11
609	KRT72	ENSG00000170486	keratin 72	protein-coding	7.89637531754006	-1.71998177298876	0.218058030409198	-7.88772497743431	3.07745031583595e-15	3.99447482887767e-14
610	KRT73	ENSG00000186049	keratin 73	protein-coding	6.17822109393636	-1.84955666204939	0.21662809525778	-8.53793530265996	1.36641387609976e-17	2.31273608139861e-16
611	KRT74	ENSG00000170484	keratin 74	protein-coding	1.47147506756446	1.85114447862342	0.362314279768707	5.10922307507489	3.2348624026338e-07	1.5271236024785e-06
612	KRTAP1-3	ENSG00000221880	keratin associated protein 1-3	protein-coding	0.796850987066163	2.9234355295003	0.594293694951457	4.91917641788055	8.6909112597315e-07	3.88549560921649e-06
613	KRTAP1-3	ENSG00000262347	keratin associated protein 1-3	protein-coding	0.796850987066163	2.9234355295003	0.594293694951457	4.91917641788055	8.6909112597315e-07	3.88549560921649e-06
614	KRTAP13-2	ENSG00000182816	keratin associated protein 13-2	protein-coding	2.22792519727342	1.78427576176639	0.575824336076488	3.09864597582653	0.00194407172058424	0.00498319863927257
615	KRTAP2-3	ENSG00000212724	keratin associated protein 2-3	protein-coding	5.45449335603127	3.88449197112875	0.423929652587464	9.16305794468412	5.04471063100203e-20	1.08278415062658e-18
616	KRTAP2-3	ENSG00000262862	keratin associated protein 2-3	protein-coding	5.45449335603127	3.88449197112875	0.423929652587464	9.16305794468412	5.04471063100203e-20	1.08278415062658e-18
617	KRTAP29-1	ENSG00000212658	keratin associated like protein 29-1	protein-coding	1.17443587741611	2.07897036622482	0.353869589356523	5.87496193161223	4.22940529266634e-09	2.53982187761792e-08
618	KRTAP29-1	ENSG00000262218	keratin associated like protein 29-1	protein-coding	1.17443587741611	2.07897036622482	0.353869589356523	5.87496193161223	4.22940529266634e-09	2.53982187761792e-08
619	KRTAP29-1	ENSG00000262542	keratin associated like protein 29-1	protein-coding	1.17443587741611	2.07897036622482	0.353869589356523	5.87496193161223	4.22940529266634e-09	2.53982187761792e-08
620	KRTAP3-2	ENSG00000212900	keratin associated protein 3-2	protein-coding	2.96718505977428	2.17811653184028	0.495258882204324	4.39793532252427	1.0928553318173e-05	4.1338344451544e-05
621	KRTAP3-2	ENSG00000263296	keratin associated protein 3-2	protein-coding	2.96718505977428	2.17811653184028	0.495258882204324	4.39793532252427	1.0928553318173e-05	4.1338344451544e-05
622	KRTAP3-3	ENSG00000212899	keratin associated protein 3-3	protein-coding	0.7018144896975	2.21397367296726	0.759218280654611	2.91612271382392	0.0035441107583807	0.00859284464647301
623	KRTAP3-3	ENSG00000263101	keratin associated protein 3-3	protein-coding	0.7018144896975	2.21397367296726	0.759218280654611	2.91612271382392	0.0035441107583807	0.00859284464647301
624	LAMP3	ENSG00000078081	lysosomal associated membrane protein 3	protein-coding	122.779674085266	-2.49233591084151	0.35204270067414	-7.07964092443571	1.4452845914876e-12	1.36424332998111e-11
625	LCE1B	ENSG00000196734	late cornified envelope 1B	protein-coding	0.368374307179376	1.86924480940014	0.657778142446362	2.84175573613343	0.00448658520909689	0.0106332639542662
626	LCE1C	ENSG00000197084	late cornified envelope 1C	protein-coding	1.6409920223523	3.80649112153182	0.628309886794184	6.05830212373964	1.37565836056667e-09	8.82654961860662e-09
627	LCN10	ENSG00000187922	lipocalin 10	protein-coding	382.502453452156	1.64115491554598	0.174593113726897	9.39988342331259	5.46235580775521e-21	1.29130368220849e-19
628	LCN2	ENSG00000148346	lipocalin 2	protein-coding	703.760543226403	1.61224098505795	0.207241460440321	7.77952916193729	7.27949646104001e-15	9.03975818850321e-14
629	LCN8	ENSG00000204001	lipocalin 8	protein-coding	7.66526296595627	2.0981129826786	0.480266672714172	4.36864163574239	1.25021723862032e-05	4.6834810071794e-05
630	LDLRAD1	ENSG00000203985	low density lipoprotein receptor class A domain containing 1	protein-coding	808.917578309291	1.76334611005787	0.253772973884628	6.94851813045916	3.69143069820982e-12	3.3022813133338e-11
631	LGALS7	ENSG00000205076	galectin 7	protein-coding	173.570186392955	3.22176429483983	0.315681086324868	10.2057564878128	1.86859269859824e-24	5.94760938809801e-23
632	LGALS7	ENSG00000282902	galectin 7	protein-coding	173.570186392955	3.22176429483983	0.315681086324868	10.2057564878128	1.86859269859824e-24	5.94760938809801e-23
633	LGALS7	ENSG00000283082	galectin 7	protein-coding	173.570186392955	3.22176429483983	0.315681086324868	10.2057564878128	1.86859269859824e-24	5.94760938809801e-23
634	LGALS7	ENSG00000178934	galectin 7	protein-coding	173.570186392955	3.22176429483983	0.315681086324868	10.2057564878128	1.86859269859824e-24	5.94760938809801e-23
635	LGALS7B	ENSG00000178934	galectin 7B	protein-coding	551.774277533076	3.97066625262121	0.287343287344943	13.8185453688869	1.9701072347143e-43	3.43424674223281e-41
636	LGALS7B	ENSG00000282902	galectin 7B	protein-coding	551.774277533076	3.97066625262121	0.287343287344943	13.8185453688869	1.9701072347143e-43	3.43424674223281e-41
637	LGALS7B	ENSG00000283082	galectin 7B	protein-coding	551.774277533076	3.97066625262121	0.287343287344943	13.8185453688869	1.9701072347143e-43	3.43424674223281e-41
638	LGALS7B	ENSG00000205076	galectin 7B	protein-coding	551.774277533076	3.97066625262121	0.287343287344943	13.8185453688869	1.9701072347143e-43	3.43424674223281e-41
639	LGSN	ENSG00000146166	lengsin, lens protein with glutamine synthetase domain	protein-coding	38.1235877609784	1.80532814519747	0.206204856194883	8.75502244957444	2.04062863194289e-18	3.76104794891293e-17
640	LHX8	ENSG00000162624	LIM homeobox 8	protein-coding	0.595424402114194	1.72119680235607	0.372958635070679	4.61498043081879	3.93132357203058e-06	1.5958008110014e-05
641	LHX9	ENSG00000143355	LIM homeobox 9	protein-coding	15.1636846080627	-1.59257544837475	0.297358433583342	-5.35574333367069	8.52053905408878e-08	4.36967540381809e-07
642	LIM2	ENSG00000105370	lens intrinsic membrane protein 2	protein-coding	6.97323371111704	-2.26980738907727	0.258998656079457	-8.76378056718923	1.88809182260833e-18	3.48680085893967e-17
643	LIPF	ENSG00000182333	lipase F, gastric type	protein-coding	2.06007464809278	2.42760702308506	0.364872948168143	6.65329407201313	2.86604726543105e-11	2.29136363458294e-10
644	LKAAEAR1	ENSG00000171695	LKAAEAR motif containing 1	protein-coding	52.6132442610363	1.97878141933239	0.273981755267961	7.22231090678682	5.11114496868382e-13	5.10895369538534e-12
645	LRIT1	ENSG00000148602	leucine rich repeat, Ig-like and transmembrane domains 1	protein-coding	0.986256980311345	-2.02803998609347	0.385272311347465	-5.26391315015744	1.41021087372604e-07	7.01420085779682e-07
646	LRRC26	ENSG00000184709	leucine rich repeat containing 26	protein-coding	17.0969084319308	2.52363520661601	0.301834826908473	8.3609808465915	6.21989451328386e-17	9.85670963991253e-16
647	LRRC43	ENSG00000158113	leucine rich repeat containing 43	protein-coding	172.77514801282	1.53314771108556	0.205220709846195	7.47072608916805	7.97535134838751e-14	8.70938251464425e-13
648	LRRC46	ENSG00000141294	leucine rich repeat containing 46	protein-coding	385.040548346473	1.81105750454611	0.245210531104412	7.38572481528107	1.51625102323983e-13	1.60232940994161e-12
649	LRRC71	ENSG00000160838	leucine rich repeat containing 71	protein-coding	233.340006432689	1.65215752154975	0.216163918179372	7.64307723261567	2.12090682010218e-14	2.48331161384469e-13
650	LRRC73	ENSG00000204052	leucine rich repeat containing 73	protein-coding	86.9721215971573	1.50498474443456	0.188809360641068	7.97092230663062	1.57494504655344e-15	2.10579749163546e-14
651	LRRC74B	ENSG00000187905	leucine rich repeat containing 74B	protein-coding	320.11238505838	1.70202956105904	0.24890508062534	6.83806677140912	8.02689856286492e-12	6.87093675973183e-11
652	LRRIQ1	ENSG00000133640	leucine rich repeats and IQ motif containing 1	protein-coding	263.187576882796	1.62200394272862	0.23530061689385	6.89332635052271	5.45026409044272e-12	4.79520404787442e-11
653	LRRN3	ENSG00000173114	leucine rich repeat neuronal 3	protein-coding	243.215693181487	-1.79970153992462	0.1401804172883	-12.8384661334207	9.98328709677301e-38	1.10182408833734e-35
654	LRRTM1	ENSG00000162951	leucine rich repeat transmembrane neuronal 1	protein-coding	6.46154304096466	2.18983508544085	0.244352292773305	8.96179471281835	3.19436135573564e-19	6.32497112602772e-18
655	LTF	ENSG00000012223	lactotransferrin	protein-coding	1977.84394760407	1.94769284110178	0.234915344835514	8.29104136413711	1.12261233181364e-16	1.73479413529313e-15
656	LTK	ENSG00000062524	leukocyte receptor tyrosine kinase	protein-coding	639.485508426627	-1.53444958320066	0.148945822694882	-10.3020652438438	6.89645513687973e-25	2.25276149234817e-23
657	LY6D	ENSG00000167656	lymphocyte antigen 6 family member D	protein-coding	25.1902595027533	4.2822503305198	0.40496287943559	10.5744268128677	3.91564441037092e-26	1.45198011018367e-24
658	LY6G6F	ENSG00000204424	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
659	LY6G6F	ENSG00000241822	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
660	LY6G6F	ENSG00000240957	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
661	LY6G6F	ENSG00000239741	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
662	LY6G6F	ENSG00000243003	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
663	LY6G6F	ENSG00000240008	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
664	LY6G6F	ENSG00000243804	lymphocyte antigen 6 family member G6F	protein-coding	32.265701029288	-2.23566033271957	0.272318910447059	-8.20971385736429	2.21716234295776e-16	3.28471104216427e-15
665	LY6G6F-LY6G6D	ENSG00000250641	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
666	LY6G6F-LY6G6D	ENSG00000258880	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
667	LY6G6F-LY6G6D	ENSG00000235302	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
668	LY6G6F-LY6G6D	ENSG00000236902	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
669	LY6G6F-LY6G6D	ENSG00000258635	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
670	LY6G6F-LY6G6D	ENSG00000225993	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
671	LY6G6F-LY6G6D	ENSG00000259101	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
672	LY6G6F-LY6G6D	ENSG00000234443	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
673	LY6G6F-LY6G6D	ENSG00000226603	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
674	LY6G6F-LY6G6D	ENSG00000206402	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
675	LY6G6F-LY6G6D	ENSG00000244355	LY6G6F-LY6G6D readthrough	protein-coding	6.31983538067885	-2.005629802056	0.233533471387609	-8.58818990759205	8.83501514109523e-18	1.52731828887128e-16
676	MAP1A	ENSG00000166963	microtubule associated protein 1A	protein-coding	25.6846205378644	1.65445937298108	0.298934052600929	5.53452963483471	3.12064667425365e-08	1.68762834932384e-07
677	MAP3K15	ENSG00000180815	mitogen-activated protein kinase kinase kinase 15	protein-coding	19.3307298756145	-2.48168826108513	0.141076687494361	-17.5910584885566	2.88439181978183e-69	6.72495952782135e-66
678	MAP3K19	ENSG00000176601	mitogen-activated protein kinase kinase kinase 19	protein-coding	274.744813994532	1.68709064421768	0.255567638745149	6.60134691740077	4.0743885067836e-11	3.20656094635138e-10
679	MAT1A	ENSG00000151224	methionine adenosyltransferase 1A	protein-coding	25.4100380974631	1.76598928669637	0.26604333439344	6.63797606778121	3.18019481516552e-11	2.52950932590479e-10
680	MATN3	ENSG00000132031	matrilin 3	protein-coding	46.0672288609106	-1.60573185148222	0.207773326579422	-7.72828677250075	1.09003573199135e-14	1.32107514445112e-13
681	MB	ENSG00000198125	myoglobin	protein-coding	185.265169678196	2.09987459035245	0.263563477900854	7.96724419891884	1.62251849226131e-15	2.16475070941759e-14
682	MCIDAS	ENSG00000234602	multiciliate differentiation and DNA synthesis associated cell cycle protein	protein-coding	36.7871829390892	2.06356009081533	0.283373638662868	7.28211735062048	3.28621014855993e-13	3.35675748581269e-12
683	MDH1B	ENSG00000138400	malate dehydrogenase 1B	protein-coding	275.041801425846	1.66859726404639	0.208086074447342	8.01878390218104	1.06797201541372e-15	1.4614683808875e-14
684	MEDAG	ENSG00000102802	mesenteric estrogen dependent adipogenesis	protein-coding	8.28289809403708	1.6822496929886	0.604960046734031	2.7807616421456	0.00542315391868491	0.0126235700600663
685	MEOX1	ENSG00000005102	mesenchyme homeobox 1	protein-coding	115.114120217157	2.56370438408214	0.219488779771614	11.6803436911434	1.60644667807841e-31	9.42246649041464e-30
686	MESP2	ENSG00000188095	mesoderm posterior bHLH transcription factor 2	protein-coding	9.77225324122951	1.61858875905465	0.196930896753061	8.21906966220877	2.05087894192679e-16	3.06760176622442e-15
687	METTL11B	ENSG00000203740	methyltransferase like 11B	protein-coding	0.727701343989953	2.40543549632885	0.607131157490223	3.96197010588702	7.43338492381746e-05	0.000244830470773518
688	MGAM2	ENSG00000257743	maltase-glucoamylase 2 (putative)	protein-coding	5.6298146210311	-2.00079488287931	0.249704823332669	-8.01264010913298	1.12271818216104e-15	1.53189023655214e-14
689	MGAM2	ENSG00000278563	maltase-glucoamylase 2 (putative)	protein-coding	5.6298146210311	-2.00079488287931	0.249704823332669	-8.01264010913298	1.12271818216104e-15	1.53189023655214e-14
690	MGAT4D	ENSG00000205301	MGAT4 family member D	protein-coding	5.05859745744158	1.62707858216062	0.306750271720232	5.30424495807644	1.13140301718919e-07	5.70812255250547e-07
691	MIXL1	ENSG00000185155	Mix paired-like homeobox	protein-coding	21.8234480537613	1.88718806097114	0.160528980488803	11.756058346753	6.57319353695061e-32	4.0463104241321e-30
692	MLIP	ENSG00000146147	muscular LMNA interacting protein	protein-coding	31.3336430063515	1.9719021053682	0.174234570557533	11.3175135052608	1.07477200609346e-29	5.52249241257717e-28
693	MME	ENSG00000196549	membrane metalloendopeptidase	protein-coding	1302.94717152276	-1.73527236588581	0.138446798030605	-12.5338569802258	4.87337071693798e-36	4.66144156986293e-34
694	MMP11	ENSG00000099953	matrix metallopeptidase 11	protein-coding	61.5663123156389	2.40343952893162	0.183073014862763	13.1283112955413	2.26654638588807e-39	2.97715656264678e-37
695	MMP11	ENSG00000275365	matrix metallopeptidase 11	protein-coding	61.5663123156389	2.40343952893162	0.183073014862763	13.1283112955413	2.26654638588807e-39	2.97715656264678e-37
696	MMP12	ENSG00000262406	matrix metallopeptidase 12	protein-coding	144.653361008462	1.82279052579083	0.294447761361392	6.19053959644006	5.99586029445735e-10	4.05639413174532e-09
697	MMP13	ENSG00000137745	matrix metallopeptidase 13	protein-coding	24.015801181874	3.71902883427904	0.325524204292947	11.4247382690235	3.14602025546419e-30	1.67655913728337e-28
698	MMP3	ENSG00000149968	matrix metallopeptidase 3	protein-coding	9.85670702555952	2.54672225111202	0.482060580839818	5.28299212243254	1.27090858366139e-07	6.35352101379045e-07
699	MMP7	ENSG00000137673	matrix metallopeptidase 7	protein-coding	55.9369235009	1.91306931271582	0.160421367559022	11.925277422984	8.73924142817568e-33	5.86853533869676e-31
